                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.42541,                0.96932,                0.85741,                0.75498,                0.87111,                 0.9501,                0.90833,                0.33317,                0.55843,                0.82835,             0.00014237,             0.00014237,             0.00014237
                     90,                0.43026,                0.92754,                0.85671,                0.76111,                0.89886,                0.93746,                0.90308,                0.33757,                0.54752,                0.82823,             0.00014203,             0.00014203,             0.00014203
                     91,                0.43008,                0.86091,                0.85376,                0.81412,                0.86305,                0.94453,                0.90595,                0.33605,                0.55628,                0.82925,             0.00014169,             0.00014169,             0.00014169
                     92,                0.44686,                0.92442,                0.85909,                0.74897,                 0.9133,                0.95427,                0.92337,                0.33347,                0.55095,                0.82839,             0.00014135,             0.00014135,             0.00014135
                     93,                0.41947,                0.84369,                0.85874,                0.77241,                0.87473,                0.95139,                 0.9237,                0.32896,                0.54554,                0.82937,             0.00014101,             0.00014101,             0.00014101
                     94,                0.43133,                0.90028,                 0.8464,                0.74998,                0.91095,                0.94353,                0.91185,                0.34194,                 0.5441,                0.82859,             0.00014067,             0.00014067,             0.00014067
                     95,                0.44749,                0.88672,                 0.8567,                0.76193,                0.91064,                0.94258,                0.91047,                0.33952,                 0.5465,                0.82684,             0.00014033,             0.00014033,             0.00014033
                     96,                0.45412,                0.94131,                0.85105,                0.70846,                0.92133,                0.94031,                0.90731,                0.33985,                0.56407,                0.82843,             0.00013999,             0.00013999,             0.00013999
                     97,                0.45444,                0.89003,                0.85697,                0.73137,                0.89456,                0.94943,                0.91994,                0.34004,                 0.5591,                0.83223,             0.00013965,             0.00013965,             0.00013965
                     98,                 0.4189,                0.85036,                0.84891,                0.83475,                0.84168,                0.93682,                0.90746,                0.32932,                0.53157,                0.82746,             0.00013931,             0.00013931,             0.00013931
                     99,                0.42462,                0.90305,                0.85199,                0.72234,                0.93492,                0.93819,                0.89991,                0.33798,                0.52482,                0.82582,             0.00013897,             0.00013897,             0.00013897
                    100,                  0.443,                0.88836,                0.85515,                0.75472,                0.92526,                0.94494,                0.91194,                0.33524,                0.53255,                0.82476,             0.00013863,             0.00013863,             0.00013863
                    101,                0.42658,                0.83154,                0.85261,                0.75918,                 0.9278,                  0.959,                0.92802,                0.32487,                 0.5371,                0.82547,             0.00013828,             0.00013828,             0.00013828
                    102,                0.43046,                0.82354,                0.85227,                0.76015,                0.93956,                0.94964,                0.91236,                0.32773,                0.51172,                0.82264,             0.00013794,             0.00013794,             0.00013794
                    103,                0.42049,                0.81208,                0.85604,                0.81703,                0.91797,                0.95633,                0.92543,                0.34319,                0.50752,                0.82805,              0.0001376,              0.0001376,              0.0001376
                    104,                0.41378,                0.83916,                0.84221,                0.81204,                 0.9207,                0.95343,                0.92468,                0.32241,                0.50435,                0.82405,             0.00013726,             0.00013726,             0.00013726
                    105,                0.42618,                0.82044,                0.85008,                0.79457,                0.92215,                 0.9528,                0.91351,                 0.3578,                0.50456,                0.82935,             0.00013692,             0.00013692,             0.00013692
                    106,                0.42795,                0.77921,                0.85216,                0.80721,                0.91987,                0.95529,                0.92773,                0.34284,                0.49995,                0.82887,             0.00013658,             0.00013658,             0.00013658
                    107,                0.41628,                0.81372,                0.84976,                0.79261,                0.94319,                0.95615,                0.91915,                0.34146,                0.51035,                0.82759,             0.00013624,             0.00013624,             0.00013624
                    108,                0.41939,                0.78552,                0.86088,                0.80482,                0.93244,                0.96008,                0.92615,                0.33749,                0.50491,                0.82703,              0.0001359,              0.0001359,              0.0001359
                    109,                0.42164,                0.78274,                0.84472,                0.77105,                0.97103,                 0.9568,                0.92663,                 0.3263,                 0.4944,                0.82263,             0.00013556,             0.00013556,             0.00013556
                    110,                0.42094,                0.78431,                0.84774,                 0.7545,                0.95931,                0.95347,                0.92148,                 0.3227,                0.49052,                0.82191,             0.00013522,             0.00013522,             0.00013522
                    111,                0.42365,                 0.8324,                0.84997,                0.76546,                0.97224,                0.95401,                0.92758,                0.31525,                0.48216,                0.81828,             0.00013488,             0.00013488,             0.00013488
                    112,                 0.4112,                0.80016,                0.84965,                0.83452,                0.93632,                0.95218,                  0.924,                0.32048,                0.48472,                 0.8199,             0.00013454,             0.00013454,             0.00013454
                    113,                0.41309,                0.74311,                 0.8504,                0.83844,                0.94287,                0.95645,                0.92555,                0.31611,                0.48186,                 0.8203,              0.0001342,              0.0001342,              0.0001342
                    114,                0.42548,                 0.8024,                0.85859,                0.88003,                0.88677,                0.96038,                0.92931,                 0.3199,                0.47427,                0.82064,             0.00013386,             0.00013386,             0.00013386
                    115,                0.42146,                0.83032,                0.85122,                  0.786,                0.97568,                0.96225,                0.93803,                0.31706,                0.48766,                 0.8198,             0.00013352,             0.00013352,             0.00013352
                    116,                0.41113,                0.79742,                0.83876,                0.87606,                0.91315,                0.96803,                0.93522,                0.31493,                  0.465,                0.81907,             0.00013318,             0.00013318,             0.00013318
                    117,                0.41345,                0.78416,                0.84464,                0.84406,                 0.9067,                 0.9677,                0.93408,                0.32741,                0.46449,                0.81784,             0.00013284,             0.00013284,             0.00013284
                    118,                0.41597,                0.79509,                0.85239,                0.82652,                 0.9271,                0.96873,                0.93655,                0.32884,                0.47578,                0.81868,              0.0001325,              0.0001325,              0.0001325
                    119,                0.41398,                0.84659,                 0.8588,                0.80764,                0.97719,                0.97168,                0.93577,                0.33438,                0.46996,                0.82209,             0.00013215,             0.00013215,             0.00013215
                    120,                0.41806,                0.78264,                0.85264,                0.84655,                0.96075,                0.96719,                0.94122,                0.32032,                0.44983,                0.81912,             0.00013181,             0.00013181,             0.00013181
                    121,                0.42117,                0.77265,                0.84688,                0.86776,                0.96404,                0.96795,                0.93502,                0.31759,                0.44554,                0.81768,             0.00013147,             0.00013147,             0.00013147
                    122,                0.40984,                0.78665,                0.84544,                0.87475,                0.94784,                0.97627,                0.94744,                0.31799,                0.45155,                0.82006,             0.00013113,             0.00013113,             0.00013113
                    123,                0.40922,                0.71168,                0.84334,                 0.8818,                0.94584,                0.97689,                0.94931,                0.31224,                0.44573,                0.81767,             0.00013079,             0.00013079,             0.00013079
                    124,                0.40373,                0.72971,                0.84164,                0.88134,                0.93867,                0.97392,                0.93602,                 0.3215,                0.43855,                0.81724,             0.00013045,             0.00013045,             0.00013045
                    125,                0.42607,                0.78859,                0.84547,                0.87246,                0.94671,                0.97358,                  0.942,                0.32138,                0.44471,                0.81533,             0.00013011,             0.00013011,             0.00013011
                    126,                0.40229,                0.72473,                 0.8471,                0.89581,                0.93118,                0.97632,                0.94419,                0.32514,                0.44039,                 0.8153,             0.00012977,             0.00012977,             0.00012977
                    127,                0.39563,                0.73623,                0.84753,                0.85935,                0.97741,                0.97589,                0.94731,                0.31497,                0.42711,                0.81488,             0.00012943,             0.00012943,             0.00012943
                    128,                0.40144,                0.75264,                0.84291,                 0.8618,                0.98045,                0.97564,                0.94533,                0.31935,                0.43443,                0.81601,             0.00012909,             0.00012909,             0.00012909
                    129,                0.40992,                0.76414,                0.84325,                0.88303,                 0.9611,                0.97594,                0.94959,                0.31751,                0.43477,                0.81806,             0.00012875,             0.00012875,             0.00012875
                    130,                0.40028,                0.70938,                0.84692,                0.89189,                0.92933,                0.97678,                0.95338,                 0.3107,                0.43984,                0.81614,             0.00012841,             0.00012841,             0.00012841
                    131,                0.39089,                0.71905,                0.84626,                0.87448,                 0.9651,                0.97721,                0.94881,                0.30931,                0.43646,                0.81544,             0.00012807,             0.00012807,             0.00012807
                    132,                0.40564,                0.74074,                0.84457,                0.91222,                0.94756,                0.97737,                0.94776,                0.31035,                0.42786,                0.81524,             0.00012773,             0.00012773,             0.00012773
                    133,                 0.3957,                0.74093,                0.85333,                0.87619,                0.97352,                0.97482,                0.94801,                0.32059,                0.42288,                0.81864,             0.00012739,             0.00012739,             0.00012739
                    134,                0.40832,                0.79151,                0.84641,                0.87555,                0.94969,                0.96654,                0.93828,                0.31391,                0.42266,                0.81431,             0.00012705,             0.00012705,             0.00012705
                    135,                0.41655,                0.72206,                0.84178,                0.90796,                0.92489,                 0.9756,                0.94677,                0.32771,                0.42355,                0.81637,             0.00012671,             0.00012671,             0.00012671
                    136,                0.41289,                0.74221,                0.84791,                0.85938,                0.95781,                0.97589,                0.94254,                0.31315,                0.41577,                0.81422,             0.00012636,             0.00012636,             0.00012636
                    137,                0.39855,                0.73385,                0.85435,                0.89752,                0.95079,                0.97799,                0.95627,                0.31074,                0.41045,                0.81303,             0.00012602,             0.00012602,             0.00012602
                    138,                0.38497,                0.67312,                0.84549,                0.88111,                 0.9784,                0.97821,                0.95594,                0.30979,                0.41494,                0.81497,             0.00012568,             0.00012568,             0.00012568
                    139,                0.40589,                0.73934,                 0.8421,                0.86893,                0.97761,                0.97706,                  0.949,                0.31429,                0.41597,                0.81551,             0.00012534,             0.00012534,             0.00012534
                    140,                 0.4014,                0.72539,                0.84867,                0.84709,                0.97529,                0.97934,                0.95333,                0.32222,                0.42198,                0.81576,               0.000125,               0.000125,               0.000125
                    141,                0.41248,                0.69136,                0.84191,                0.85022,                0.97959,                0.97944,                 0.9485,                0.32047,                0.41747,                0.81451,             0.00012466,             0.00012466,             0.00012466
                    142,                0.40549,                0.70932,                0.83829,                0.89295,                0.98357,                0.98201,                0.94818,                0.32133,                0.40209,                0.81446,             0.00012432,             0.00012432,             0.00012432
                    143,                0.40554,                0.69589,                0.84129,                0.89228,                0.96801,                0.98215,                 0.9464,                0.32243,                0.40692,                0.81769,             0.00012398,             0.00012398,             0.00012398
                    144,                0.39472,                0.72092,                0.84058,                0.90764,                0.97922,                0.98215,                 0.9474,                0.31902,                0.40521,                0.81395,             0.00012364,             0.00012364,             0.00012364
                    145,                0.38296,                0.68145,                0.83806,                0.89977,                0.98254,                0.99136,                 0.9627,                0.31864,                0.40448,                0.81427,              0.0001233,              0.0001233,              0.0001233
                    146,                 0.4113,                0.76403,                0.84574,                0.90507,                0.96698,                0.97883,                0.94256,                0.32384,                0.39727,                0.81614,             0.00012296,             0.00012296,             0.00012296
                    147,                0.40084,                0.69325,                0.83697,                0.90114,                0.98499,                0.98036,                 0.9487,                0.31022,                0.39121,                0.81479,             0.00012262,             0.00012262,             0.00012262
                    148,                0.39783,                0.64037,                0.84362,                 0.8927,                0.99095,                0.98189,                0.95623,                0.31717,                0.39581,                0.81414,             0.00012228,             0.00012228,             0.00012228
                    149,                0.39475,                 0.7035,                0.84687,                0.91343,                0.98744,                0.98189,                0.95435,                0.30192,                0.38796,                 0.8136,             0.00012194,             0.00012194,             0.00012194
                    150,                0.40889,                0.71134,                0.85121,                0.91607,                0.96467,                0.98184,                0.95326,                0.31486,                0.40043,                0.82005,              0.0001216,              0.0001216,              0.0001216
                    151,                0.39076,                0.68624,                0.84331,                0.88085,                 0.9865,                0.98184,                0.95647,                0.30832,                0.39903,                0.81532,             0.00012126,             0.00012126,             0.00012126
                    152,                0.40276,                0.69834,                0.83819,                0.88795,                 0.9787,                 0.9911,                0.96755,                0.30472,                 0.3892,                0.81296,             0.00012092,             0.00012092,             0.00012092
                    153,                0.39507,                0.68126,                0.83983,                0.87357,                0.98426,                 0.9911,                0.95799,                0.31549,                0.38636,                0.81289,             0.00012058,             0.00012058,             0.00012058
                    154,                0.39611,                0.63413,                0.84167,                0.89851,                0.96139,                0.99136,                0.95307,                0.32311,                0.39794,                0.81282,             0.00012023,             0.00012023,             0.00012023
                    155,                0.40561,                0.68297,                0.83939,                0.90601,                0.96501,                0.99136,                 0.9637,                0.30242,                0.39146,                0.80995,             0.00011989,             0.00011989,             0.00011989
                    156,                0.40244,                0.71166,                0.83782,                0.92276,                0.98514,                0.99181,                0.95945,                0.30912,                0.39494,                0.81271,             0.00011955,             0.00011955,             0.00011955
                    157,                0.39666,                0.66513,                0.84722,                0.92303,                0.96735,                0.99187,                0.96218,                0.30528,                0.39236,                0.81183,             0.00011921,             0.00011921,             0.00011921
                    158,                0.39202,                 0.6557,                0.83933,                0.93941,                0.93649,                0.99048,                0.96424,                0.30869,                0.38861,                0.81068,             0.00011887,             0.00011887,             0.00011887
                    159,                 0.3933,                0.64126,                0.83668,                  0.884,                0.98542,                0.98936,                0.96391,                0.30418,                0.39944,                0.81105,             0.00011853,             0.00011853,             0.00011853
